init_type,sel_type,cross_type,mut_type,term_type,fitness_func,avg_fit_score,std_fit_score,max_fit_score,min_fit_score,avg_gens
uniform,tournament,binary_mask,gaussian,convergence,booth,0.11347186108235212,0.11443418123797613,0.5470988005971293,0.00018075379836953115,25.43
uniform,tournament,centroid,uniform,convergence,himmelblau,0.11411006249431083,0.12430162887282359,0.5615452495851638,1.0030852296615317e-05,21.87
uniform,tournament,two_point,gaussian,generations,booth,0.11542169651178202,0.20873174640663475,1.3390222327934467,0.00023082588229184322,30.0
gaussian,rws,binary_mask,gaussian,convergence,himmelblau,0.11562099489239114,0.11667071418543327,0.5644026755873636,0.00023561605019687646,23.72
uniform,tournament,binary_mask,gaussian,generations,booth,0.11703711146117446,0.270177564200071,2.19224139200626,0.0007088400518153688,30.0
uniform,tournament,two_point,gaussian,convergence,booth,0.11734089588066723,0.1298201278792458,0.4950078410929053,0.00012419763180534192,22.81
uniform,tournament,binary_mask,gaussian,convergence,himmelblau,0.11840354659023572,0.09625347210639632,0.5464372682978842,0.0003788973972186188,21.25
gaussian,rws,binary_mask,uniform,convergence,booth,0.11857441472605246,0.12531618031069242,0.5141351028228918,7.943098700175714e-07,19.29
gaussian,tournament,binary_mask,gaussian,convergence,himmelblau,0.11877776814476397,0.1266915485456512,0.5037410159153732,4.733488629514868e-05,21.82
gaussian,tournament,two_point,uniform,generations,booth,0.11884681697376007,0.16389112490279342,0.6991431238741237,0.00048314009500665295,30.0
uniform,rws,two_point,gaussian,convergence,himmelblau,0.12036726304472968,0.11436761102607207,0.4635955344430192,0.00267501505083034,22.22
gaussian,tournament,two_point,gaussian,generations,himmelblau,0.1218293456371589,0.1728172901927984,1.0136625347038595,0.00020639217748909163,30.0
gaussian,tournament,centroid,uniform,convergence,himmelblau,0.12196128518140954,0.15405750566838095,0.5572509224495326,5.248890487797111e-05,24.46
gaussian,rws,binary_mask,gaussian,generations,himmelblau,0.1226605416626081,0.22097649590052973,1.3057153284244953,2.012100076922181e-05,30.0
gaussian,rws,two_point,gaussian,convergence,himmelblau,0.12286491407156301,0.11657746219602928,0.5568378396669604,0.0008606677483900973,22.89
uniform,rws,2_parent_average,uniform,convergence,himmelblau,0.12306419259711879,0.12924095622528262,0.5710845563472117,6.434057314827763e-05,22.3
gaussian,rws,two_point,swap,generations,spherical,0.12375622048008687,0.2376950572396042,1.6471744672830484,6.441002132110686e-05,30.0
gaussian,tournament,two_point,gaussian,convergence,himmelblau,0.12393737430579842,0.11300019159166245,0.44454793284422456,0.00016608945096675958,21.41
gaussian,tournament,binary_mask,uniform,convergence,booth,0.1250555692753853,0.12480961864092945,0.519250855705556,0.0005709500137163455,20.09
uniform,rws,binary_mask,uniform,convergence,booth,0.12509860744958012,0.12731072775721727,0.5465458296878672,0.0004677542561259388,23.87
gaussian,tournament,two_point,uniform,convergence,booth,0.1282930741249032,0.12783280126734825,0.5192619237853373,0.00020786431086516509,19.11
uniform,tournament,two_point,uniform,convergence,booth,0.1298342259376101,0.12132590230404158,0.49258479208979644,0.001237091501695787,22.08
uniform,tournament,two_point,gaussian,convergence,himmelblau,0.13479349444318103,0.11736258918681701,0.5118204887205097,0.00010212703896617472,21.09
gaussian,rws,two_point,uniform,convergence,booth,0.13554880132367417,0.13346618468789845,0.548345956456651,0.0005253331436498176,19.42
uniform,rws,two_point,uniform,convergence,booth,0.1358904204649014,0.12775818151233898,0.5514823937590221,0.0027907672518650475,23.55
uniform,tournament,centroid,uniform,generations,himmelblau,0.13797321954277866,0.2247160010583412,1.2058969153220465,0.00010036083885748142,30.0
gaussian,rws,two_point,gaussian,generations,himmelblau,0.1429677977332825,0.1848594521259188,0.9699735153425221,0.00020276076687432117,30.0
gaussian,rws,two_point,swap,convergence,spherical,0.14329051024831946,0.2532103287282965,1.2848631133958786,3.8152728142911263e-08,41.41
uniform,rws,centroid,uniform,convergence,rastrigin,0.14331789969713765,0.14220705163782407,0.5905191942726695,0.0010156790006021765,43.27
uniform,tournament,two_point,uniform,generations,booth,0.1472388139605122,0.265554204955152,1.9674422610615152,0.00040132959694885153,30.0
uniform,rws,2_parent_average,swap,convergence,spherical,0.14809719685201833,0.4261380838178404,2.7463248767269275,1.3518607996407033e-09,46.22
uniform,rws,2_parent_average,gaussian,convergence,rastrigin,0.1482425718951299,0.15275466856533634,0.5967890777681006,0.0004382232346671344,39.41
uniform,rws,binary_mask,gaussian,convergence,himmelblau,0.1495762710753023,0.13250684974480662,0.5539916484786035,0.0010840201117268175,21.05
gaussian,tournament,binary_mask,swap,generations,spherical,0.15241599567470285,0.27609791061012334,2.1552814347414686,3.571436341001798e-06,30.0
gaussian,rws,centroid,uniform,convergence,rastrigin,0.15417761014223794,0.145881417941215,0.5617549571593159,8.179290972520903e-06,38.07
uniform,tournament,two_point,uniform,convergence,himmelblau,0.1550760346465336,0.1422252657272774,0.49470735894264806,0.0024183056679299335,24.26
gaussian,rws,centroid,gaussian,convergence,rastrigin,0.15631854890373778,0.14931549436067804,0.5612287851737392,5.4328512504753235e-05,40.78
uniform,rws,centroid,gaussian,convergence,rastrigin,0.15668655563354084,0.13983660191666208,0.5405386830286432,0.00010895966356017084,47.17
uniform,tournament,2_parent_average,gaussian,convergence,rastrigin,0.1579594324610172,0.14864152250456864,0.5534566066175373,3.9113781085120536e-05,38.57
uniform,rws,centroid,swap,generations,spherical,0.15802909712248925,0.42324554466562586,3.5259717380434594,1.307850471562157e-14,30.0
gaussian,rws,binary_mask,swap,convergence,spherical,0.15821307298168824,0.2251690928253428,1.4584700439040654,4.5930192860579754e-07,41.32
gaussian,tournament,centroid,gaussian,convergence,rastrigin,0.15889335678516325,0.15168923102811235,0.5876246488417749,6.241263299955335e-06,37.72
uniform,tournament,2_parent_average,swap,generations,spherical,0.16003278435272464,0.5815157086655098,5.261462240569971,3.415143926799992e-11,30.0
uniform,rws,2_parent_average,uniform,convergence,rastrigin,0.16233210699098752,0.1581733578935565,0.5903112342763635,0.00010979860000759345,38.58
uniform,tournament,binary_mask,uniform,convergence,booth,0.1628511199137052,0.1474038322115308,0.5629145632506639,0.0009419568501977827,24.25
gaussian,rws,centroid,gaussian,generations,himmelblau,0.16326328551454342,0.31923078085330475,1.801655627866749,2.3941453479242903e-05,30.0
gaussian,rws,2_parent_average,gaussian,convergence,rastrigin,0.16420283497949392,0.16027915844021165,0.5435926675557781,2.752061669042405e-05,32.53
gaussian,tournament,2_parent_average,uniform,convergence,rastrigin,0.16471635930985096,0.1660019185654203,0.562184282781029,1.2092655616413595e-05,34.05
uniform,tournament,binary_mask,uniform,generations,booth,0.1648069917055763,0.22220286237006037,1.2622195093728714,0.00041139380037473667,30.0
gaussian,rws,binary_mask,swap,generations,spherical,0.16500023334253985,0.2686140952874469,1.5220874403426214,1.6000257776229428e-05,30.0
gaussian,rws,centroid,uniform,generations,himmelblau,0.16553013542130673,0.3552233216928529,3.0277443272752302,1.028034688709149e-06,30.0
uniform,tournament,2_parent_average,uniform,convergence,rastrigin,0.16595255098683623,0.16072627354284016,0.592501353607112,0.00019723515580949424,35.98
gaussian,tournament,centroid,uniform,generations,himmelblau,0.16722274426529254,0.36921803395976854,2.4798811517126267,1.55410108714535e-06,30.0
uniform,rws,two_point,uniform,convergence,himmelblau,0.16858834851934495,0.14709116060558458,0.5578813163443034,0.0016581740811639724,25.1
gaussian,tournament,two_point,gaussian,convergence,rastrigin,0.17009883158798478,0.14252401085418237,0.5977450142840404,0.004112142455653611,35.12
gaussian,tournament,two_point,uniform,convergence,himmelblau,0.17055161132156038,0.15165293253778045,0.5532981349503371,9.621885484771179e-05,24.06
uniform,rws,centroid,gaussian,generations,himmelblau,0.17104031520086133,1.0582983883970305,10.632208778509163,1.5721620645588126e-07,30.0
